index,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB,gdpGBP,gdpUSD,Value_GBP,Value_USA,liborUSD,liborGBP
2023-09-30,1.555015,0.944587,1.667773,0.819713,5.02166,1.358458,7.275528,7.04863,7.83115,83.089033,149.359939,4.695207,17.418051,10.672676,18.912311,1.365912,1352.89153,324.589852,10.919883,0.915321,32.277465,36.481582,3424344.137447,99.75476,100.39993333333334,-2.506553,-2.901892,5.283793831775701,4.956886274509804
2023-10-01,1.552528,0.945048,1.6675,0.819723,5.032914,1.357792,7.260698,7.052413,7.830616,83.035412,149.415271,4.694915,17.41017,10.685299,18.904553,1.365412,1352.78399,324.589852,10.919673,0.915546,32.276894,36.53643,3422038.790166,99.75476,100.4033,-2.506553,-2.901892,5.285591962616823,4.960817712418301
2023-10-02,1.568608,0.95248,1.678915,0.824539,5.075693,1.366755,7.241102,7.102619,7.832438,83.208371,149.822092,4.698256,17.551832,10.826552,19.191259,1.373088,1358.587208,324.691661,11.024424,0.9177,32.322366,36.950962,3432382.257404,99.75476,100.40613548387097,-2.506553,-2.901892,5.287390093457944,4.9647491503267975
2023-10-03,1.589277,0.95666,1.697084,0.828752,5.134689,1.372242,7.198853,7.135399,7.831944,83.228758,149.168537,4.721699,17.927102,11.016175,19.363343,1.374426,1361.435076,324.054054,11.130582,0.922601,32.37278,37.08349,3442404.512013,99.75476,100.40897096774194,-2.506553,-2.901892,5.289188224299066,4.968680588235294
2023-10-04,1.578227,0.950742,1.688911,0.822676,5.137578,1.374332,7.196563,7.090244,7.828786,83.255222,148.837339,4.729214,17.959156,10.988709,19.31548,1.370465,1351.453586,324.184512,11.057838,0.916143,32.284849,36.905986,3452540.728003,99.75476,100.4118064516129,-2.506553,-2.901892,5.290986355140187,4.972612026143791
2023-10-05,1.575711,0.950065,1.682189,0.8218,5.182046,1.373879,7.200342,7.085126,7.831143,83.246056,148.508812,4.728661,18.337571,11.004088,19.552746,1.369397,1351.030036,323.89449,11.026717,0.914274,32.282205,37.052258,3464714.046007,99.75476,100.41464193548387,-2.506553,-2.901892,5.292784485981309,4.976543464052288
2023-10-06,1.564197,0.943824,1.668029,0.816036,5.149537,1.365766,7.194225,7.037385,7.831581,83.119033,149.089913,4.713657,18.165155,10.913492,19.301144,1.364174,1343.222404,324.148462,10.938339,0.908347,32.10547,36.901635,3470544.961778,99.75476,100.41747741935484,-2.506553,-2.901892,5.29458261682243,4.980474901960784
2023-10-07,1.566995,0.943896,1.669867,0.817057,5.156725,1.367198,7.234986,7.046291,7.831592,83.115269,149.267361,4.71282,18.171926,10.919221,19.315331,1.36458,1347.345202,323.378742,10.961717,0.90999,32.164066,36.928811,3467303.907262,99.75476,100.4203129032258,-2.506553,-2.901892,5.296380747663552,4.984406339869281
2023-10-08,1.567133,0.946097,1.66943,0.816994,5.148301,1.366497,7.276182,7.044275,7.831456,83.110544,149.349051,4.712083,18.179536,10.911329,19.328195,1.365162,1345.116281,323.208752,10.959625,0.909891,32.153153,36.965035,3466841.95016,99.75476,100.42314838709677,-2.506553,-2.901892,5.298178878504673,4.988337777777778
2023-10-09,1.567516,0.948762,1.666036,0.819408,5.166115,1.361811,7.26697,7.074777,7.830426,83.319254,148.703913,4.731705,18.315228,10.832168,19.402976,1.367747,1351.022499,323.498934,10.996875,0.908027,32.162091,37.009566,3476208.771908,99.75476,100.42598387096774,-2.506553,-2.901892,5.2999770093457945,4.9922692156862745
2023-10-10,1.555194,0.941809,1.655139,0.813888,5.067581,1.358167,7.266178,7.022939,7.819184,83.162424,148.619541,4.730335,17.985343,10.796677,19.036416,1.36281,1343.489139,324.181834,10.860477,0.903958,32.116533,36.592827,3477566.368264,99.75476,100.42881935483871,-2.506553,-2.901892,5.3017751401869155,4.996200653594771
2023-10-11,1.560689,0.942175,1.660609,0.812821,5.050063,1.36177,7.290287,7.02574,7.819737,83.141567,148.999116,4.718933,17.821951,10.858222,18.822715,1.363008,1339.076941,324.497328,10.900459,0.902566,32.097722,36.372808,3479709.714189,99.75476,100.43165483870968,-2.506553,-2.901892,5.303573271028037,5.000132091503268
2023-10-12,1.578989,0.947718,1.683036,0.818879,5.048014,1.365954,7.291321,7.067341,7.823059,83.282121,149.726339,4.712316,17.908436,10.953148,18.925407,1.368567,1347.504849,323.73128,10.968982,0.906536,32.19334,36.361003,3482687.512757,99.75476,100.43449032258064,-2.506553,-2.901892,5.3053714018691585,5.004063529411765
2023-10-13,1.590348,0.952323,1.69776,0.823961,5.075734,1.365512,7.301711,7.103288,7.823984,83.284099,149.621116,4.728172,18.05989,10.96085,18.998765,1.370489,1353.10681,323.924471,11.030986,0.901954,32.213287,36.312276,3485016.511918,99.75476,100.43732580645161,-2.506553,-2.901892,5.30716953271028,5.007994967320261
2023-10-14,1.589191,0.951005,1.699401,0.824677,5.072803,1.366484,7.278713,7.098322,7.824822,83.359072,149.556871,4.730065,18.071421,10.862809,19.008755,1.370539,1347.069725,323.12876,10.986364,0.903226,32.250633,36.236404,3482425.486332,99.75476,100.44016129032258,-2.506553,-2.901892,5.308967663551402,5.011926405228758
2023-10-15,1.58795,0.951093,1.699486,0.824529,5.081794,1.365769,7.264389,7.100236,7.824386,83.265134,149.561846,4.726233,18.071042,10.798268,18.984614,1.370189,1352.900833,323.12876,10.956301,0.904116,32.253471,36.264809,3481862.867642,99.75476,100.44299677419355,-2.506553,-2.901892,5.310765794392523,5.015857843137255
2023-10-16,1.577723,0.948343,1.68862,0.81992,5.058288,1.361716,7.278265,7.074148,7.818753,83.202007,149.578426,4.712448,17.960311,10.953287,18.78425,1.368314,1350.822208,324.356069,10.930485,0.900798,32.263731,36.271398,3484366.475576,99.75476,100.44583225806451,-2.506553,-2.901892,5.312563925233645,5.019789281045751
2023-10-17,1.56858,0.944172,1.69319,0.819522,5.017689,1.36251,7.285306,7.043962,7.82373,83.222099,149.730056,4.735876,17.916091,10.948132,18.747002,1.36758,1353.437719,324.084064,10.892433,0.899728,32.337275,36.316643,3480615.71002,99.75476,100.4486677419355,-2.506553,-2.901892,5.314362056074766,5.023720718954248
2023-10-18,1.578372,0.949517,1.707053,0.823157,5.062059,1.369653,7.292744,7.085125,7.828677,83.276845,149.86844,4.744221,18.254726,11.062486,19.057439,1.373075,1357.861911,324.781452,11.029658,0.89862,32.406562,36.386915,3477022.844504,99.75476,100.45150322580646,-2.506553,-2.901892,5.316160186915888,5.027652156862745
2023-10-19,1.581256,0.946095,1.712792,0.823566,5.043284,1.371754,7.303795,7.062087,7.824915,83.113375,149.918521,4.76598,18.289664,11.034785,19.037728,1.372746,1357.984431,324.857298,10.970922,0.895771,32.380585,36.453502,3481623.278893,99.75476,100.45433870967743,-2.506553,-2.901892,5.317958317757009,5.0315835947712415
2023-10-20,1.582659,0.944225,1.715884,0.822999,5.035123,1.369355,7.311657,7.04607,7.82455,83.161212,149.85671,4.766778,18.219627,11.045573,18.958689,1.371799,1350.368545,325.447327,10.966488,0.892027,32.330713,36.466137,3481468.652242,99.75476,100.4571741935484,-2.506553,-2.901892,5.319756448598131,5.035515032679738
2023-10-21,1.584071,0.943468,1.71481,0.822945,5.046508,1.372571,7.291617,7.046509,7.824239,83.217968,149.854928,4.766827,18.234912,11.081669,19.009673,1.373321,1352.863808,325.460213,10.977554,0.893023,32.375726,36.471682,3478912.309175,99.75476,100.46000967741936,-2.506553,-2.901892,5.321554579439252,5.039446470588235
2023-10-22,1.584169,0.944351,1.715576,0.822414,5.032378,1.371661,7.254288,7.042614,7.824136,83.144653,149.852734,4.766472,18.234821,11.096779,19.029179,1.372274,1349.589032,325.460213,10.97662,0.893013,32.379099,36.442024,3477655.031224,99.75476,100.46284516129033,-2.506553,-2.901892,5.323352710280374,5.0433779084967325
2023-10-23,1.578013,0.939391,1.711541,0.817417,5.006059,1.367893,7.277355,7.010853,7.824671,83.094736,149.799043,4.785519,18.110254,11.079556,18.912608,1.36853,1345.52897,325.877009,10.987734,0.891979,32.322222,36.357392,3481298.583903,99.75476,100.4656806451613,-2.506553,-2.901892,5.325150841121495,5.047309346405229
2023-10-24,1.575422,0.944038,1.714713,0.821957,5.00106,1.374688,7.27926,7.045741,7.82287,83.022776,149.852656,4.784816,18.285142,11.180763,19.051527,1.368572,1345.298551,327.538424,11.11155,0.893655,32.312226,36.160022,3492638.69265,99.75476,100.46851612903227,-2.506553,-2.901892,5.326948971962617,5.051240784313726
2023-10-25,1.578793,0.944796,1.717089,0.823805,4.997924,1.377271,7.303576,7.051592,7.821827,83.137834,149.934118,4.779767,18.300707,11.173093,19.078992,1.370039,1351.653022,326.749762,11.107706,0.89504,32.387861,36.160585,3495837.013739,99.75476,100.47135161290323,-2.506553,-2.901892,5.328747102803738,5.055172222222223
2023-10-26,1.584069,0.949311,1.719541,0.825504,5.004881,1.382979,7.301553,7.085076,7.820464,83.246699,150.440104,4.784554,18.186567,11.229782,18.98358,1.370357,1357.325413,327.060693,11.187314,0.899459,32.448044,36.321453,3497992.216074,99.75476,100.4741870967742,-2.506553,-2.901892,5.33054523364486,5.059103660130719
2023-10-27,1.574748,0.944188,1.717236,0.823156,4.948214,1.386822,7.313373,7.047069,7.82204,83.281411,149.612476,4.778189,18.055882,11.167211,18.809918,1.368722,1353.397692,327.558154,11.132556,0.902066,32.397614,36.194842,3501507.012332,99.75476,100.47702258064517,-2.506553,-2.901892,5.332343364485981,5.063035098039216
2023-10-28,1.578675,0.946194,1.71996,0.824859,5.007092,1.387405,7.31026,7.064453,7.821178,83.273797,149.666159,4.777433,18.12066,11.195885,18.836574,1.369846,1355.211699,327.558766,11.181832,0.90259,32.502259,36.125227,3501050.609048,99.75476,100.47985806451614,-2.506553,-2.901892,5.334141495327103,5.066966535947713
2023-10-29,1.577858,0.94782,1.719695,0.824792,5.015418,1.38705,7.281301,7.063127,7.821527,83.281889,149.768986,4.777697,18.111988,11.218714,18.867742,1.370438,1355.241696,327.558766,11.224731,0.90198,32.508945,36.126286,3500946.496321,99.75476,100.4826935483871,-2.506553,-2.901892,5.335939626168225,5.070897973856209
2023-10-30,1.56908,0.941764,1.713749,0.822657,5.040405,1.38293,7.28135,7.02918,7.821076,83.266698,149.014566,4.761953,18.026855,11.144979,18.789333,1.363719,1348.428604,327.265046,11.13948,0.901831,32.356903,35.893696,3508334.77919,99.75476,100.48552903225807,-2.506553,-2.901892,5.337737757009346,5.074829411764706
2023-10-31,1.579496,0.946081,1.719413,0.82419,5.042111,1.388235,7.288173,7.061609,7.824733,83.280581,151.468453,4.764304,18.049579,11.171165,18.742349,1.370174,1354.973315,327.942194,11.173302,0.90983,32.485659,36.078931,3508236.213681,99.75476,100.48836451612904,-2.506553,-2.901892,5.3395358878504675,5.078760849673203
2023-11-01,1.571453,0.949018,1.715075,0.824698,5.01576,1.388137,7.305871,7.08346,7.823544,83.268912,150.987458,4.770804,17.952575,11.226575,18.648954,1.370516,1353.597148,327.863962,11.222697,0.910329,32.437034,36.237717,3505280.082933,99.75476,100.4912,-2.506553,-2.901892,5.3413340186915885,5.0826922875816996
2023-11-02,1.557169,0.941717,1.698963,0.821466,4.954494,1.378884,7.310917,7.028927,7.825269,83.249631,150.486447,4.751822,17.598812,11.17815,18.466588,1.36471,1334.273971,328.698533,11.132548,0.906165,32.356691,35.982871,3506736.626406,99.75476,100.4912,-2.506553,-2.901892,5.34313214953271,5.086623725490196
2023-11-03,1.537377,0.931752,1.669449,0.808219,4.888684,1.367097,7.300587,6.952469,7.824233,83.150368,149.352669,4.740083,17.374562,11.051626,18.230799,1.354191,1305.917628,328.810442,10.908985,0.898411,32.115532,35.480083,3507695.895184,99.75476,100.4912,-2.506553,-2.901892,5.344930280373831,5.090555163398693
2023-11-04,1.536404,0.931791,1.667209,0.807909,4.893693,1.366489,7.290837,6.953884,7.825136,83.149089,149.351592,4.728186,17.452181,11.031876,18.242579,1.3534,1310.18019,328.797276,10.882806,0.898964,32.156323,35.50927,3509879.446794,99.75476,100.4912,-2.506553,-2.901892,5.346728411214953,5.09448660130719
2023-11-05,1.537129,0.932149,1.667047,0.807968,4.896203,1.365585,7.295227,6.950481,7.824333,83.146179,149.256629,4.727895,17.452718,11.032803,18.259788,1.354475,1308.830424,328.797276,10.881497,0.898835,32.154786,35.480807,3513238.04002,99.75476,100.4912,-2.506553,-2.901892,5.348526542056074,5.098418039215686
2023-11-06,1.538397,0.930582,1.672808,0.807116,4.892267,1.366418,7.246362,6.940828,7.82006,83.212183,149.778981,4.636374,17.530524,11.021973,18.292552,1.349846,1297.475366,327.046295,10.882789,0.89699,32.137187,35.426619,3515985.675414,99.75476,100.4912,-2.506553,-2.901892,5.350324672897196,5.102349477124183
2023-11-07,1.556495,0.935655,1.686005,0.813322,4.868008,1.377204,7.257712,6.977987,7.819803,83.224925,150.472688,4.662096,17.469611,11.207594,18.362844,1.354832,1305.681423,327.137003,10.93644,0.900422,32.21475,35.550948,3518149.774272,99.75476,100.4912,-2.506553,-2.901892,5.352122803738317,5.10628091503268
2023-11-08,1.557688,0.933276,1.686877,0.813024,4.891077,1.380066,7.270744,6.960387,7.816011,83.226609,150.769764,4.683481,17.483744,11.176712,18.447289,1.355399,1308.79692,328.779179,10.880223,0.897988,32.232173,35.521264,3514648.147645,99.75476,100.4912,-2.506553,-2.901892,5.353920934579439,5.1102123529411765
2023-11-09,1.558023,0.933788,1.682306,0.814593,4.904906,1.376955,7.276202,6.964061,7.80964,83.28586,151.050868,4.690194,17.490018,11.142715,18.56811,1.357027,1310.989537,327.651907,10.854099,0.899617,32.308665,35.624859,3516571.659385,99.75476,100.4912,-2.506553,-2.901892,5.35571906542056,5.114143790849673
2023-11-10,1.574941,0.937356,1.700269,0.819479,4.907449,1.382841,7.287617,6.990469,7.811511,83.293216,151.559568,4.704629,17.718338,11.152339,18.757058,1.360794,1319.397372,327.140037,10.926573,0.903523,32.36751,36.001258,3524638.698807,99.75476,100.4912,-2.506553,-2.901892,5.357517196261682,5.11807522875817
2023-11-11,1.572916,0.934198,1.697244,0.81814,4.913418,1.379781,7.272354,6.979341,7.809447,83.340018,151.525457,4.708182,17.674195,11.085499,18.716034,1.360715,1317.691936,326.381531,10.903714,0.902753,32.395363,35.923459,3525287.118612,99.75476,100.4912,-2.506553,-2.901892,5.359315327102804,5.122006666666667
2023-11-12,1.571614,0.935799,1.696376,0.81808,4.908175,1.379834,7.250505,6.979112,7.809478,83.314981,151.596114,4.707861,17.668988,11.114969,18.723619,1.360355,1317.325432,326.364439,10.905112,0.902782,32.393578,35.945307,3525124.654971,99.75476,100.4912,-2.506553,-2.901892,5.361113457943925,5.125938104575163
2023-11-13,1.565741,0.93461,1.697753,0.815208,4.910307,1.378225,7.260405,6.970899,7.806974,83.224648,151.564395,4.708082,17.583913,11.075926,18.717881,1.358933,1320.199375,327.270136,10.835854,0.901467,32.322367,35.969179,3526619.472563,99.75476,100.4912,-2.506553,-2.901892,5.362911588785047,5.12986954248366
2023-11-14,1.540706,0.920814,1.670879,0.801183,4.866254,1.371403,7.230967,6.868607,7.80722,82.950986,150.743491,4.715958,17.403553,10.89618,18.315126,1.350633,1304.98458,327.777971,10.614021,0.890551,32.142687,35.603807,3529854.989304,99.75476,100.4912,-2.506553,-2.901892,5.364709719626168,5.133800980392157
2023-11-15,1.534381,0.921538,1.659091,0.804516,4.860811,1.366702,7.240487,6.873322,7.807337,83.134884,151.089306,4.686779,17.332741,10.791763,18.22124,1.349526,1302.436822,328.978264,10.526609,0.887303,32.004981,35.529775,3533807.261524,99.75476,100.4912,-2.506553,-2.901892,5.36650785046729,5.137732418300653
2023-11-16,1.547397,0.921669,1.673158,0.805105,4.881454,1.377473,7.236169,6.874433,7.803436,83.236748,150.602537,4.688887,17.308309,10.934384,18.410117,1.348197,1292.734568,328.344537,10.612464,0.88832,31.899527,35.212639,3534840.045515,99.75476,100.4912,-2.506553,-2.901892,5.368305981308411,5.141663856209151
2023-11-17,1.540043,0.919327,1.675509,0.804691,4.89831,1.37422,7.211844,6.85592,7.797979,83.260776,149.821955,4.679961,17.215029,10.852966,18.383512,1.344509,1295.699473,327.908489,10.558866,0.887132,31.744258,35.140934,3537252.286683,99.75476,100.4912,-2.506553,-2.901892,5.370104112149533,5.145595294117648
2023-11-18,1.536716,0.916506,1.668275,0.802779,4.895847,1.3718,7.202698,6.839452,7.796799,83.295627,149.530664,4.6785,17.224044,10.802578,18.341024,1.34391,1297.133754,328.131128,10.571111,0.885744,31.772529,35.145135,3536477.025585,99.75476,100.4912,-2.506553,-2.901892,5.371902242990654,5.149526732026144
2023-11-19,1.536038,0.918175,1.669424,0.802481,4.899071,1.372476,7.207302,6.832147,7.795474,83.287824,149.710324,4.679467,17.219077,10.794394,18.379807,1.343192,1295.447665,328.131128,10.53193,0.885818,31.775673,35.179951,3534709.536402,99.75476,100.4912,-2.506553,-2.901892,5.373700373831776,5.153458169934641
2023-11-20,1.525307,0.913738,1.65899,0.799761,4.866229,1.372186,7.156522,6.813457,7.793434,83.350156,148.278568,4.667514,17.131276,10.698782,18.350847,1.338283,1289.453539,327.539958,10.453591,0.884194,31.51779,35.18802,3543276.475882,99.75476,100.4912,-2.506553,-2.901892,5.375498504672897,5.157389607843138
2023-11-21,1.522765,0.915433,1.649983,0.797571,4.893947,1.369282,7.113416,6.824643,7.79507,83.275171,147.88193,4.653047,17.214911,10.649569,18.564128,1.336944,1292.695482,328.37967,10.448771,0.883202,31.368889,35.099949,3541866.762457,99.75476,100.4912,-2.506553,-2.901892,5.377296635514019,5.1613210457516345
2023-11-22,1.530627,0.919987,1.663553,0.802288,4.889789,1.373619,7.151755,6.858352,7.79708,83.307736,149.688714,4.678158,17.209407,10.804348,18.849706,1.343058,1304.522412,328.456316,10.513744,0.885463,31.64395,35.250719,3538812.580348,99.75476,100.4912,-2.506553,-2.901892,5.37909476635514,5.165252483660131
2023-11-23,1.523721,0.916973,1.653413,0.797821,4.895514,1.369497,7.121528,6.836317,7.797638,83.312012,149.596829,4.679674,17.174131,10.766267,18.811234,1.341011,1301.819464,328.831824,10.491898,0.883529,31.634411,35.292743,3537174.312408,99.75476,100.4912,-2.506553,-2.901892,5.3808928971962615,5.169183921568628
2023-11-24,1.518858,0.914663,1.644495,0.793679,4.899887,1.361119,7.148544,6.818185,7.793371,83.364525,149.577543,4.682165,17.128468,10.702732,18.857526,1.339914,1304.275564,328.265626,10.454984,0.881938,31.643143,35.340694,3542728.699539,99.75476,100.4912,-2.506553,-2.901892,5.382691028037383,5.173115359477125
2023-11-25,1.519297,0.913633,1.644769,0.793437,4.897133,1.364013,7.130535,6.814758,7.792857,83.343169,149.440525,4.684371,17.10006,10.714626,18.809892,1.339963,1304.193693,328.388098,10.444223,0.882688,31.694167,35.315576,3540474.054783,99.75476,100.4912,-2.506553,-2.901892,5.384489158878504,5.177046797385621
2023-11-26,1.518915,0.914674,1.645392,0.793391,4.897913,1.364073,7.147164,6.815115,7.791185,83.344331,149.467365,4.684155,17.116245,10.714884,18.785801,1.339757,1303.90364,328.388098,10.449304,0.882541,31.698013,35.327192,3540198.299937,99.75476,100.4912,-2.506553,-2.901892,5.386287289719626,5.180978235294118
2023-11-27,1.515899,0.914297,1.642591,0.792926,4.907292,1.363544,7.126593,6.816517,7.79208,83.35597,148.895124,4.684399,17.157144,10.675279,18.728177,1.33779,1300.549952,329.308519,10.446933,0.88111,31.55551,35.099999,3543659.002119,99.75476,100.4912,-2.506553,-2.901892,5.388085420560747,5.184909673202615
2023-11-28,1.500606,0.908699,1.627173,0.786789,4.86176,1.356344,7.109637,6.77499,7.79739,83.345571,147.433299,4.671697,17.121326,10.614519,18.603518,1.33104,1286.252895,329.290108,10.326438,0.876458,31.297671,34.726588,3542503.602654,99.75476,100.4912,-2.506553,-2.901892,5.389883551401869,5.1888411111111115
2023-11-29,1.511207,0.911684,1.62646,0.788204,4.895944,1.359648,7.10767,6.796443,7.805612,83.335827,147.406093,4.658592,17.208103,10.663068,18.660586,1.333016,1293.093476,329.307349,10.369489,0.87529,31.292549,34.91057,3542832.717517,99.75476,100.4912,-2.506553,-2.901892,5.39168168224299,5.192772549019608
2023-11-30,1.512025,0.91688,1.622168,0.791357,4.930289,1.358636,7.11567,6.835467,7.80975,83.383621,147.872699,4.659862,17.381098,10.772905,18.879206,1.335993,1299.741706,328.156506,10.439825,0.872568,31.339073,35.213519,3543805.832627,99.75476,100.4912,-2.506553,-2.901892,5.393479813084112,5.196703986928105
2023-12-01,1.501261,0.919133,1.613746,0.788462,4.885185,1.349479,7.103294,6.852808,7.814988,83.273219,146.976538,4.673796,17.207706,10.661516,18.628475,1.334425,1296.770246,328.367214,10.373819,0.87042,31.354201,34.923887,3547072.3637,99.75476,100.4912,-2.506553,-2.901892,5.395277943925233,5.200635424836602
2023-12-02,1.500745,0.918975,1.610587,0.786926,4.875336,1.349328,7.135524,6.850675,7.81473,83.266026,146.796987,4.672682,17.19129,10.679419,18.661808,1.333667,1293.833086,328.085317,10.377807,0.869524,31.330767,34.898548,3553398.73202,99.75476,100.4912,-2.506553,-2.901892,5.397076074766355,5.204566862745098
2023-12-03,1.501495,0.919271,1.610581,0.787309,4.878108,1.34674,7.136903,6.850006,7.814749,83.264318,146.678882,4.672805,17.213461,10.684185,18.804487,1.333666,1293.781565,328.085317,10.384203,0.869385,31.331182,35.226664,3553614.751033,99.75476,100.4912,-2.506553,-2.901892,5.398874205607476,5.208498300653595
2023-12-04,1.51091,0.924,1.621301,0.791753,4.929468,1.354091,7.106899,6.88859,7.816076,83.412589,147.170108,4.662351,17.41911,10.844224,18.840715,1.338167,1309.281039,328.362479,10.454284,0.873179,31.454776,35.266136,3553687.620042,99.75476,100.4912,-2.506553,-2.901892,5.400672336448598,5.212429738562092
2023-12-05,1.527014,0.927159,1.631276,0.794469,4.950632,1.358007,7.13691,6.912532,7.819528,83.358991,147.28388,4.666364,17.48496,10.928468,19.005001,1.341856,1317.94503,328.068194,10.499311,0.87622,31.551593,35.326051,3547737.564882,99.75476,100.4912,-2.506553,-2.901892,5.402470467289719,5.216361176470588
2023-12-06,1.522643,0.926854,1.624725,0.79445,4.899584,1.358266,7.129704,6.910538,7.811961,83.337755,147.171623,4.668654,17.267729,10.946334,18.889702,1.340535,1314.846341,327.070348,10.448479,0.874117,31.49638,35.18992,3551185.314395,99.75476,100.4912,-2.506553,-2.901892,5.404268598130841,5.220292614379085
2023-12-07,1.515351,0.92648,1.620845,0.795034,4.904456,1.359755,7.137735,6.907121,7.813176,83.342031,144.136149,4.672414,17.440736,10.87897,18.771556,1.338291,1315.465729,327.168556,10.401094,0.875767,31.407339,35.157531,3553271.488669,99.75476,100.4912,-2.506553,-2.901892,5.406066728971963,5.224224052287582
2023-12-08,1.522569,0.930636,1.634893,0.79764,4.93186,1.35975,7.164904,6.938878,7.810262,83.453452,144.892169,4.667373,17.386472,10.917263,18.984158,1.341965,1319.219969,327.35214,10.491309,0.881085,31.498398,35.527147,3555728.073511,99.75476,100.4912,-2.506553,-2.901892,5.407864859813084,5.2281554901960785
2023-12-09,1.520073,0.92879,1.633032,0.796897,4.926707,1.358805,7.162711,6.925536,7.808719,83.385944,144.934981,4.664215,17.35966,10.913098,18.943892,1.341879,1308.056064,326.703949,10.46394,0.880098,31.459034,35.53639,3551981.327042,99.75476,100.4912,-2.506553,-2.901892,5.409662990654206,5.232086928104575
2023-12-10,1.518036,0.928728,1.633593,0.796939,4.929829,1.358602,7.154283,6.925754,7.808358,83.428226,144.984084,4.663847,17.362331,10.908577,18.948425,1.342126,1317.228184,326.701737,10.471151,0.879937,31.460732,35.482391,3553345.534654,99.75476,100.4912,-2.506553,-2.901892,5.411461121495327,5.236018366013072
2023-12-11,1.523958,0.930512,1.634448,0.7969,4.941534,1.356925,7.163603,6.937921,7.8056,83.386561,146.428424,4.677599,17.43294,10.969761,19.112399,1.345168,1319.48585,327.57714,10.504204,0.8795,31.503618,35.773458,3556889.460289,99.75476,100.4912,-2.506553,-2.901892,5.413259252336449,5.239949803921569
2023-12-12,1.524902,0.927012,1.632126,0.797068,4.96485,1.361325,7.162183,6.912623,7.809962,83.402344,145.492104,4.683584,17.310935,10.983572,19.026815,1.34261,1314.248468,326.91131,10.457939,0.875941,31.514439,35.755691,3558018.844396,99.75476,100.4912,-2.506553,-2.901892,5.41505738317757,5.243881241830065
2023-12-13,1.519669,0.926678,1.633216,0.798541,4.972797,1.356993,7.167416,6.908802,7.813764,83.351504,145.200335,4.705931,17.419636,10.925098,19.057845,1.341715,1317.087138,326.52365,10.446913,0.876266,31.493064,35.745882,3554937.879658,99.75476,100.4912,-2.506553,-2.901892,5.416855514018692,5.247812679738562
2023-12-14,1.489914,0.909506,1.60786,0.783286,4.899592,1.340704,7.083962,6.78098,7.808777,83.288692,141.546819,4.682466,17.29254,10.467101,18.298736,1.326066,1290.308677,326.707514,10.204129,0.863785,31.224724,34.795131,3558256.748513,99.75476,100.4912,-2.506553,-2.901892,5.418653644859813,5.251744117647059
2023-12-15,1.489278,0.916913,1.60769,0.786872,4.939404,1.337343,7.116589,6.835331,7.803455,83.02148,141.808465,4.670982,17.189066,10.44611,18.259306,1.331263,1299.536738,327.321136,10.254844,0.868843,31.306994,34.852001,3558665.395252,99.75476,100.4912,-2.506553,-2.901892,5.4204517757009345,5.255675555555555
2023-12-16,1.492602,0.916422,1.610557,0.788389,4.940178,1.33808,7.085302,6.830466,7.807004,83.020835,142.14371,4.670637,17.197427,10.476565,18.447285,1.333011,1298.361125,327.309785,10.234081,0.869096,31.387393,34.865933,3560408.718743,99.75476,100.4912,-2.506553,-2.901892,5.4222499065420555,5.259606993464052
2023-12-17,1.493193,0.916082,1.610815,0.788577,4.941,1.338105,7.112684,6.840497,7.802678,83.001583,142.145032,4.669129,17.191315,10.499099,18.378747,1.332133,1300.488092,327.309785,10.277491,0.869364,31.403818,34.869254,3556893.77218,99.75476,100.4912,-2.506553,-2.901892,5.424048037383177,5.263538431372549
2023-12-18,1.49344,0.915866,1.611543,0.791638,4.938461,1.339388,7.123233,6.827631,7.796527,83.14547,143.05102,4.694072,17.211585,10.403267,18.62545,1.333064,1303.925781,326.899185,10.22363,0.868342,31.405352,35.000983,3567583.099981,99.75476,100.4912,-2.506553,-2.901892,5.425846168224298,5.2674698692810455
2023-12-19,1.47819,0.910867,1.595127,0.784249,4.864335,1.33411,7.087277,6.79198,7.79906,83.070676,143.604706,4.680935,17.075863,10.271874,18.340494,1.328346,1300.827847,326.876314,10.165295,0.860881,31.304797,34.786193,3560443.561543,99.75476,100.4912,-2.506553,-2.901892,5.42764429906542,5.271401307189542
2023-12-20,1.478616,0.912708,1.592093,0.789969,4.891135,1.332402,7.131998,6.805687,7.805799,83.173802,143.777048,4.658215,17.08406,10.307111,18.260723,1.330005,1300.162074,327.109187,10.149222,0.861543,31.283756,34.946843,3563955.947602,99.75476,100.4912,-2.506553,-2.901892,5.429442429906542,5.275332745098039
2023-12-21,1.472683,0.909768,1.591289,0.789361,4.873032,1.3293,7.13573,6.783099,7.809705,83.221197,142.159376,4.656207,17.0563,10.290154,18.390065,1.327371,1296.27659,324.883121,10.100882,0.857693,31.212898,34.769145,3568026.021203,99.75476,100.4912,-2.506553,-2.901892,5.431240560747663,5.279264183006536
2023-12-22,1.469929,0.908482,1.588592,0.786265,4.858404,1.326037,7.131767,6.77347,7.813695,83.164133,142.612214,4.632018,16.988818,10.21915,18.476873,1.324239,1298.916722,325.451458,10.016435,0.856354,31.104695,34.660427,3574269.440024,99.75476,100.4912,-2.506553,-2.901892,5.433038691588785,5.283195620915032
